company_name,investor_name
MyStarAutograph,Axel Serena
Tiendeo,Axel Serena
Twenty20.com,Ayaz ul Haque
Grupanya,Aycan Avci
Loomia,Aydin Senkut
Omnidrive,Aydin Senkut
Trivop,Aydin Senkut
Cake Financial,Aydin Senkut
Mesmo.tv,Aydin Senkut
Mogad,Aydin Senkut
VentureBeat,Aydin Senkut
Handipoints,Aydin Senkut
MUBI,Aydin Senkut
Mob.ly,Aydin Senkut
Yamli,Aydin Senkut
Producteev,Aydin Senkut
Y Combinator,Aydin Senkut
Chomp,Aydin Senkut
Worldly Developments,Aydin Senkut
NOWBOX,Aydin Senkut
Feedjit,Aydin Senkut
Inkling Systems,Aydin Senkut
Sharalike,Aymeric Vigneras
Pledge51,Ayodeji Adewunmi
Gizmo.com,Azat Mardanov
Dopplr,Azeem Azhar
PeerIndex,Azeem Azhar
Conveneer,Ì_rjan Johansson
Ohm Universe,B. H.
Zoomdata,B7inc Peter Thorp
500Friends,Babak Nivi
Uber,Babak Nivi
Tracks.by,Babak Nivi
Locu,Babak Nivi
WriteReader ApS,Babar Baig
Raynforest,Bahram Nour-Omid
Wipit,Baizhu Chen
ecomom,Balaji Gopinath
Tresorit,Balazs Fejes
The Smart Baker,Barbara Corcoran
Odeo,Barbara Poggiali
PredPol,Barbara Scherer
Lua Technologies,Baris Yuksel
CrowdFlower,Barney Pell
TekTrak,Barney Pell
Getaround,Barney Pell
Getaround,Barney Pell
CoderBuddy,Barney Pell
BrandYourself,Barney Pell
famo.us,Barney Pell
Pulse.io,Barney Pell
DietBetter,Barron Collier Family
Gazemetrix,Barry Bhangoo
Gazemetrix,Barry Bhangoo
ClippPR,Barry Fay
SwapDrive,Barry Goldsmith
Thwapr,Barry Hall
RantSports,Barry Honig
Parametric,Barry Libert
Loop Commerce,Barry McCarthy
Loop Commerce,Barry McCarthy
Aardvark,Barry Nalebuff
Academic Earth,Barry Nalebuff
AltSchool,Barry Nalebuff
Ufora,Barry Nalebuff
Deem,Barry Newman
Nuiku,Barry Padgett
LOYAL3,Barry Schneider
Tapad,Barry Silbert
SponsorHub,Barry Silbert
Murfie,Barry Silbert
Lua Technologies,Barry Silbert
Rewind Me,Barry Silbert
IvyDate,Barry Silbert
BitPay,Barry Silbert
Coinsetter,Barry Silbert
Endurance Lending Network,Barry Silbert
Relationship Science,Barry Sternlicht
Moxtra,Barry Sternlicht
HotelTonight,Barry Sternlicht
Vanu Coverage,Barry West
ICON Aircraft,Bart Becht
Simple Energy,Bart Lorang
Thinkfuse,Bart McDonough
Avocadoª,Baseline Ventures
Displair,Bastiaan Godska
MOWGLI,Beau King
Apture,Beau Vrolyk
Marxent Labs,Beck Besecker
Marxent Labs,Beck Besecker
Floqq,Bedy Yang
Pick1,Bedy Yang
GonnaBe,Behzad Kianmahd
JFDI.Asia,Ben Ball
TribeHired,Ben Ball
OurHealthMate,Ben Ball
Shhmooze,Ben Barokas
Snaps,Ben Barokas
Teachable,Ben Barton
MyVR,Ben Boyer
RoverTown,Ben Burke
GeoVario,Ben Cannon
GPal,Ben Cannon
Minbox,Ben Chestnut
TribeHired,Ben Chew
Startup Genome,Ben Congleton
BitPay,Ben Davenport
itBit,Ben Davenport
MeetMeTix,Ben Dyer
Race Yourself,Ben Gamble
GOOD,Ben Goldhirsh
Qik,Ben Horowitz
Metaplace,Ben Horowitz
Wealthfront,Ben Horowitz
ExtraHop Networks,Ben Horowitz
GoodData,Ben Horowitz
AppNexus,Ben Horowitz
Fluther,Ben Horowitz
Asana,Ben Horowitz
Nicira Networks,Ben Horowitz
Muzy,Ben Horowitz
Circa,Ben Ilfeld
Sunglass,Ben Kaufman
Hot Potato,Ben Lerer
Scoutmob,Ben Lerer
Cover pay,Ben Leventhal
Vungle,Ben Lewis
AnyPerk,Ben Lewis
Distill,Ben Lewis
KeepTruckin,Ben Lewis
AwayFind,Ben Lilienthal
AwayFind,Ben Lilienthal
Rise Art,Ben Lin
Palantir Technologies,Ben Ling
Udemy,Ben Ling
BranchOut,Ben Ling
Formative Labs,Ben Ling
ReadyForZero,Ben Ling
Chirply,Ben Ling
aDealio,Ben Ling
Gobble,Ben Ling
Fab.com,Ben Ling
Hitpost,Ben Ling
aDealio,Ben Ling
GAIN Fitness,Ben Ling
ChickRx,Ben Ling
Everlane,Ben Ling
Quartzy,Ben Ling
Artify It,Ben Ling
Pindrop Security,Ben Ling
Incident Technologies,Ben Ling
Artillery,Ben Ling
DogVacay,Ben Ling
Fitocracy,Ben Ling
Well,Ben Ling
Tubular Labs,Ben Ling
15Five,Ben Ling
CrowdMed,Ben Ling
Namo Media,Ben Ling
Chewse,Ben Ling
Lovely,Ben Ling
Boatbound,Ben Ling
Sosh,Ben Ling
Vamo,Ben Ling
ThirdLove,Ben Ling
Remind101,Ben Ling
Keepy,Ben Ling
GAIN Fitness,Ben Ling
View the Space,Ben Ling
StarStreet,Ben Littauer
ViralGains,Ben Littauer
Mozaik Media,Ben Macrory
Adility,Ben Malka
Dropcam,Ben Narasin
AdGrok,Ben Narasin
Dropcam,Ben Narasin
ZipZap,Ben Narasin
Euclid,Ben Narasin
Heyday,Ben Narasin
Clever,Ben Parr
Amplify.LA,Ben Silverman
Hangtime,Ben Smith
Yipit,Ben Sun
ThinkNear,Ben Sun
DerbyJackpot,Ben Sun
RateItAll,"Ben T. Smith, IV"
Coveroo,"Ben T. Smith, IV"
Well,"Ben T. Smith, IV"
OurHealthMate,Ben Tsai
Cozi,Benaroya Capital
Klappo Limited,Benedetta Spinola
Jongla,Bengt Westerholm
FRESS,Benito G—mez
DosYogures,Benito MartÌ_nez
Rotten Tomatoes,Benjamin Chiu
IDINCU,Benjamin Joe
PayrollHero,Benjamin Joffe
Twitmusic,Benjamin Joffe
Muecs,Benjamin Law
Customer Alliance,Benjamin Roh_
Proteus Agility,Benjamin Scherrey
Kontagent,Benjamin Sun
orderbolt,Benjamin Wasson
Slate Science,Benny Schnaider
Tytanium Ideas,Berg Investments
Viagogo,Bernard Arnault
Viagogo,Bernard Arnault
Enterprise Data Safe Ltd.,Bernard Barton
EyeTechCare,Bernard Chauvin
MOLI,Bernard Marcus
u.sit,Bernardo de Barros Franco
Guidecentral,Bernardo Flood
Mola.com,Bernardo HernÌÁndez
The Mad Video,Bernardo HernÌÁndez
HealthTap,Bernardo Huberman
Feedtrace,Bernardo Rodriguez
YouHelp,Berndt Philipp
SwapMob,Bernie Stolar
Wattpad,Bert Amato
News Distribution Network,Bert Ellis
TigerText,Bert Ellis
MOVL,Bert Ellis
Wheego Electric Cars,Bert Ellis
VoAPPs,Bert Ellis
Epy.io,Bert Navarrete
AnchorFree,Bert Roberts
GlobeIn,Bert Roberts
Homeloc,Bertrand Bigay
Doctolib,Bertrand Jelensperger
Payoff.com,Beth Chappell
Lightbox,Beth Ellyn McClendon
Shyp,Beth Ellyn McClendon
YouEye,Beth McClendon
Over 40 Females,Beth Mercante
Payoff.com,Betsy Bernard
rome2rio,Bevan Clark
Lexim,Bevan Clark
Cloudstaff,Bevan Slattery
Oravel,Bharat Banka
Liqueo,Bhrugu Pagne
Apartment Adda,Bhupen Shah
CaroGen,Bijan Almassian
Chirply,Bijan Pakzad
Jelly HQ,Bijan Sabet
Narrable,Bill Abernathy
B-Side Entertainment,Bill Apfelbaum
Optify,Bill Baker
StockTwits,Bill Bishop
OwnLocal,Bill Boebel
OtherInbox,Bill Boebel
Chartio,Bill Boebel
ThinkNear,Bill Boebel
WP Engine,Bill Boebel
Crowdtilt,Bill Boebel
Emergent One,Bill Boebel
Moveline,Bill Boebel
Stormpulse,Bill Boebel
Hakia,Bill Bradley
Chef,Bill Bryant
Banyan Branch,Bill Bryant
Vizify,Bill Bryant
Ignite Game Technologies,Bill Budinger
Rockmelt,Bill Campbell
Rockmelt,Bill Campbell
Glooko,Bill Campbell
Glooko,Bill Campbell
Curious.com,Bill Campbell
ViVu,Bill Carillo
DiJiPOP,Bill Cesare
DeepRockDrive,Bill Curbishley
FlightCar,Bill Curtis
Payoff.com,Bill Cvengros
LockerDome,Bill DeWitt III
Logicalware,Bill Dobbie
LiveDeal,Bill Draper
Identified,Bill Draper
Identified,Bill Draper
PeerIndex,Bill Emmott
SurveyGizmo,Bill Flagg
Lokalite,Bill Freytag
Lokalite,Bill Freytag
Prevently,Bill Fruhan
EcoMotors,Bill Gates
NEOS GeoSolutions,Bill Gates
Nimbus Discovery,Bill Gates
"Ambri, Inc.",Bill Gates
EcoMotors,Bill Gates
Kymeta,Bill Gates
Schrodinger,Bill Gates
Foundation Medicine,Bill Gates
LightSail Energy,Bill Gates
Aquion Energy,Bill Gates
ResearchGate,Bill Gates
Kymeta,Bill Gates
Evolv Technologies,Bill Gates
Varentec,Bill Gates
"Ambri, Inc.",Bill Gates
TerraPower,Bill Gates
Pangea,Bill Gee
Triptrotting,Bill Gross
Vudu,Bill Gurley
Shortlist,Bill Guschwan
Zumbox,Bill Guthy
Center'd,Bill Harris
PLYmedia,Bill Harris
Personal Capital,Bill Harris
Quilt,Bill Hinchey
Wanderu,Bill Kaplan
Hallpass Media,Bill Karamouzis
Posterous,Bill Lee
LearnBoost,Bill Lee
AppMakr,Bill Lee
Zaarly,Bill Lee
Pusher,Bill Lee
Cherry,Bill Lee
Twist,Bill Lee
Sunrise,Bill Lee
Porch,Bill Lee
Inadco,Bill Lee
Teachable,Bill Liao
Whiteyboard,Bill Liao
PlayMob,Bill Liao
Snaps,Bill Lohse
Greenhouse Software,Bill Lohse
Battlefy,Bill Lohse
Yidio,Bill Luby
Vizify,Bill McAleer
PurposeMatch (formerly SPARXlife),bill meairs
Personal,Bill Miller
Egghead Interactive,Bill Murphy
CheckiO,Bill O'Donnell
URX,Bill Peckovich
Ombu,Bill Price
Path,Bill Randuchel
YippeeO Internet Marketing Solutions,Bill Reulein
WeShow,Bill Sahlman
Health Plan One,Bill Sullivan
TweetDeck,Bill Tai
Tango,Bill Tai
ContextLogic,Bill Tai
Schematic Labs,Bill Tai
Shoes of Prey,Bill Tai
Treasure Data,Bill Tai
Lulu,Bill Tai
Canva,Bill Tai
Zoom Video Communications,Bill Tai
Treasure Data,Bill Tai
LiveOps,Bill Trenchard
Xoopit,Bill Trenchard
AdRoll,Bill Trenchard
Chirply,Bill Trenchard
Getable,Bill Trenchard
Company.com,Bill Wade
Sparkcloud,Bill Walton
Posterous,Bill Warner
Marginize,Bill Warner
Leap Motion,Bill Warner
Ginger.io,Bill Warner
Libboo,Bill Warner
Libboo,Bill Warner
MeetCute,Bill Warner
Testive,Bill Warner
OptiMine Software,Bill Watkins
Muecs,Billy Lueng
Dympol,Billy Straus
OurHealthMate,Bimal Shah
Chute,Binh Tran
Blitsy,Binh Tran
Giveter,Binny Bansal
Square,Biz Stone
Message Bus,Biz Stone
Intercom,Biz Stone
friendfund,Bjoern von Siemens
Lanyrd,Blaine Cook
Little Bird,Blaine Cook
Openbucks,Blaine Vess
OKpanda,Blaine Vess
BaubleBar,Blair Effron
Level,Blake Grossman
LiveExercise,Blake Kassel
BitGravity,Blake Krikorian
Clicker,Blake Krikorian
Chirply,Blake Krikorian
Origami Labs,Blake Krikorian
Clipboard,Blake Krikorian
Matterport,Blake Krikorian
TOMS Shoes,Blake Mycoskie
BMRW & Associates,Blane Warrene
PrivacyProtector,Blazej Marciniak
Mavizon,BlueSky Projects
Mixaloo,Bo Peabody
Path101,Bo Yaghmaie
Celframe,Board of Directors
Payoff.com,Bob Allison
"Sphere (Spherical, Inc.)",Bob Alter
CloudBees,Bob Bickel
RunSignUp.com,Bob Bickel
RunSignUp.com,Bob Bickel
Become,Bob Bozeman
eGifter,Bob Brill
Retrofit,Bob Brinker
DogVacay,Bob Brinker
ShopAdvisor,Bob Davoli
Seelio,Bob Dowdell
Wiggio,Bob Doyle
Banyan Branch,Bob Gay
Just Sing It,Bob Geiman
Daric,Bob Ghoorah
Sonoma Beverage Works,Bob Greenberg
Slicethepie,Bob Holt
SimpleHoney,Bob Ippolito
IRIS.TV,Bob Jacobson
Clinkle,Bob Joss
R17,Bob Justason (East Valley Ventures)
Zola Books,Bob Kohn
Leo,Bob Lee
Answers Corporation,Bob Lessin
Renkoo,Bob Lisbonne
EquityLancer,Bob Lyons
Coro Health,Bob Martin
HighScore House,Bob Mason
Pact Fitness,Bob Mason
Zagster,Bob Mason
Dashbell,Bob Mason
CheckiO,Bob Mason
Flashnotes,Bob Mason
WeDeliver,Bob Mateson
Artisan Mobile,Bob Moul
Mocana,Bob Pasker
Rixty,Bob Pasker
Terracotta,Bob Pasker
Stack Exchange,Bob Pasker
OneTrueFan,Bob Pasker
AppFog,Bob Pasker
CrowdTwist,Bob Pasker
Dispatch,Bob Pasker
Koding,Bob Pasker
iLike,Bob Pittman
TrialPay,Bob Pittman
The Huffington Post,Bob Pittman
The Huffington Post,Bob Pittman
Zynga,Bob Pittman
Next New Networks,Bob Pittman
GeekChicDaily,Bob Pittman
Group Commerce,Bob Pittman
Room 77,Bob Pittman
Group Commerce,Bob Pittman
Fancy,Bob Pittman
Group Commerce,Bob Pittman
CasaHop,Bob Pittman
MovableInk,Bob Pittman
Red Tricycle,Bob Pittman
Guide,Bob Pittman
PushPage,Bob Pittman
Pymetrics,Bob Pittman
The Skimm,Bob Pittman
Red Tricycle,Bob Pittman
Gamgee,Bob Quinn
PlayMotion,Bob Roberts
Maana,Bob Romney
Curiyo,Bob Rosenschein
Backupify,Bob Saunders
Adzerk,Bob Senoff
PurposeMatch (formerly SPARXlife),Bob Sherman
Sparkcentral,Bob Spinner
Bloom Studio,Bob Stevenson
HEXIO,Bob Stewart
Vsnap,Bob Stringer
Snooth Media,Bob Williams
deja mi INC,Bob Young
oneforty,Bob Zipp
MOWGLI,Bobbo Jetmundsen
Freshplum,Bobby Goodlatte
Check,Bobby Lent
Babberly,Bobby Marhamat
InstaEDU,Bobby yad
Medialets,Bobby Yazdani
Klout,Bobby Yazdani
Klout,Bobby Yazdani
Clever Sense,Bobby Yazdani
Qwiki,Bobby Yazdani
Shelby.tv,Bobby Yazdani
Shelby.tv,Bobby Yazdani
Sociocast,Bobby Yazdani
InstaEDU,Bobby Yazdani
YouEye,Bobby Yazdani
InstaEDU,Bobby Yazdani
Boticca,Bobby Yazdani
UpCounsel,Bobby Yazdani
Cloudtop,Bobby Yazdani
iRewind,Bogdan Manoiu
iRewind,Bogdan Manoiu
The Deal Fair,Bogomil Alexandrov
Premonix,Bogusia Riebandt
FFFavs,Bogusia Riebandt
Cake Financial,Bonnie Cohen
HotelQuickly,Boon Hwee Koh
JFDI.Asia,Boris Nordenstr_m
Maraquia,Boris Riabov
Vivity Labs,Boris Wertz
Empire Avenue,Boris Wertz
Summify,Boris Wertz
Octopusapp,Boris Wertz
RewardLoop,Boris Wertz
Smore,Boris Wertz
BrainSINS,Borja Monsalve Piqueras
Senexx,Boston Angels
Rise Robotics,Boston Angels
DNA Guide,Boyd Faust
Knozen,Brad Brooks
Path101,Brad Burnham
ScootPad Corporation,Brad Buss
Lijit Networks,Brad Feld
Loomia,Brad Feld
WallStrip,Brad Feld
OneRiot,Brad Feld
EventVue,Brad Feld
madKast,Brad Feld
Zynga,Brad Feld
Shelfari,Brad Feld
Vengo Labs,Brad Feld
Bolt.io,Brad Feld
OnTheGo Platforms,Brad Feld
TrustedID,Brad Garlinghouse
First To File,Brad Garlinghouse
Bloomspot,Brad Garlinghouse
TrustedID,Brad Garlinghouse
Pure Storage,Brad Garlinghouse
Pure Storage,Brad Garlinghouse
Prism Skylabs,Brad Garlinghouse
Bandcamp,Brad Garlinghouse
Diffbot,Brad Garlinghouse
ThisLife,Brad Garlinghouse
Tomfoolery,Brad Garlinghouse
Vurb,Brad Garlinghouse
HotelTonight,Brad Gerstner
Duetto,Brad Gerstner
Crowd Technologies,Brad Handler
ThirdLove,Brad Holden
ThisLife,Brad Jefferson
SRCH2,Brad Jones
Entangled Media,Brad Jones
ProsperWorks,Brad Jones
Groupon,Brad Keywell
Deal Decor,Brad Koenig
streamOnce,Brad Lovering
StumbleUpon,Brad O'Neill
Sproutel,Brad Purdy
"Sphere (Spherical, Inc.)",Brad Ross
Invested.in,Brad Schwartz
ContactUs.com,Brad Seiler
Kickball Labs,Brad Silverberg
Hightower,Brad Silverberg
Chat Sports,Brad Stroh
Sproutel,Brad Weinberg
Apartment List,Bradford Stroh
GateGuru,Bradley C. Harrison
Sverve,Bradley C. Harrison
Tiny Speck,Bradley Horowitz
Dropcam,Bradley Horowitz
Merchant Exchange,Bradley Wechser
Quilt,Brady Brim DeForest
Tapestry,Brand Hoff
"BabyJunk, Inc",Brandon Arbini
Kimerick Technologies,Brandon O'Dore
Hightower,Brandon Shorenstein
Shhmooze,Brendan Gill
20x200,Brendan McGovern
Bread,Brendan Wallace
Nuiku,Brent Frei
Savvy Cellar Wines,Brent Harrison
Wire,Brent Hill
WAYN,Brent Hoberman
eRepublik,Brent Hoberman
Wahanda,Brent Hoberman
Busuu,Brent Hoberman
made.com,Brent Hoberman
citysocializer,Brent Hoberman
YPlan,Brent Hoberman
Summify,Brent Holliday
Enigma Technologies,Brent Hurley
Yext,Brent Metz
OneGoodLove.com,Bret McAllister
Cue,Bret Taylor
Docstoc,Brett Brewer
OpenLabel,Brett Crosby
Xola,Brett Crosby
Compare Metrics,Brett Hurt
OneSpot,Brett Hurt
madKast,Brett Jackson
Simple Energy,Brett Jackson
DietBetter,Brett Janis
CoachUp,Brett Marley
Talenthouse,Brett Ratner
Secret,Brett Slatkin
Register My Info¨,"Brett Slavicek, Esq."
Zodio,Brett Straatemeier
YouWeb,Brett Wander
Pluto Media,Brett Wander
BPG Werks,Brett Wilson
WOWIO,Brian Altounian
hearo.fm,Brian Antar
One4All,Brian Arbogast
Ethical Electric,Brian Arbogast
Shareaholic,Brian Balfour
Help Scout,Brian Balfour
DeepRockDrive,Brian Becker
Bluefin Labs,Brian Bedol
Bluefin Labs,Brian Bedol
Dopplr,Brian Behlendorf
Cumulux,brian boruff
Clavis Technology,Brian Caulfield
PutPlace,Brian Caulfield
Cicero Networks,Brian Caulfield
Socialcam,Brian Chesky
Balanced,Brian Chesky
Summly,Brian Chesky
Balanced,Brian Chesky
FlightCar,Brian Chesky
Ark,Brian Coote
Yext,Brian Distelburger
Bulu Box,Brian Distelburger
Eleven James,Brian Distelburger
BioRelix,Brian Dixon
Tellpe,Brian Fin
MOWGLI,Brian Gately
Optify,Brian Goffman
Airship Ventures,Brian Hall
Mobiplex,Brian Halla
Sittercity,Brian Hand
Pear (formerly Apparel Media Group),Brian Hand
Kapow Events,Brian Hand
Perfect Audience,Brian Hand
Adzerk,Brian Handly
Path101,Brian Harniman
MyOtherDrive,Brian Higgins
Qustodian,Brian Jacobs
Retrofit,Brian Jacobs
AnyCloud,Brian Jenkins
Any.DO,Brian Koo
Guestmob,Brian Koo
Priceonomics,Brian Larson
MoviePass,Brian Lee
Eat Club,Brian Lee
StyleSaint,Brian Lee
DogVacay,Brian Lee
Scopely,Brian Lee
Stamped,Brian Lee
MyTime,Brian Lee
Shop Hers,Brian Lee
Whisper,Brian Lee
Entangled Media,Brian Lee
Wire,Brian Ma
Adjudica,Brian Matthews
LockerDome,Brian Matthews
LockerDome,Brian Matthews
Action Online Publishing,Brian Matthews
SnapLogic,Brian McClendon
AppMakr,Brian McClendon
Lightbox,Brian McClendon
Leap Motion,Brian McClendon
Miselu Inc.,Brian McClendon
YouEye,Brian McClendon
Shyp,Brian McClendon
Freshplum,Brian McClendon
Vobile,Brian Mulligan
Gengo,Brian Nelson
UpMo,Brian NeSmith
StopTheHacker,Brian NeSmith
i7 Networks,Brian NeSmith
Flowtown,Brian Norgard
PaperG,Brian O'Kelley
LiveIntent,Brian O'Kelley
Tapad,Brian O'Kelley
Everest,Brian Oliver
Sprig,Brian OÕMalley
Twitter,Brian Pokorny
OMGPOP,Brian Pokorny
TweetDeck,Brian Pokorny
DailyBooth,Brian Pokorny
Bump Technologies,Brian Pokorny
Milo,Brian Pokorny
Square,Brian Pokorny
Blippy Social Commerce,Brian Pokorny
Posterous,Brian Pokorny
Chomp,Brian Pokorny
TweetDeck,Brian Pokorny
Milk,Brian Pokorny
Circle Inc,Brian Pokorny
Gocella,Brian Rice
Nuiku,Brian Roberts
Bookacoach,Brian Roche
Texxi,Brian S Lewis
Media Armor,Brian S. Cohen
Covercake,Brian Sathianathan
Kitchensurfing,Brian Sharples
HubSpot,Brian Shin
Lookery,Brian Shin
Shareaholic,Brian Shin
Crowdbooster,Brian Shire
Pulpo Media,Brian Singerman
Retrofit,Brian Spaly
NuORDER,Brian Spaly
BucketFeet,Brian Spaly
EverTrue,Brian Spaly
Combatant Gentlemen,Brian Spaly
The Bouqs Company,Brian Spaly
Blitsy,Brian Spaly
Optimizely,Brian Sugar
Everlane,Brian Sugar
Fabkids,Brian Sugar
Hullabalu,Brian Sugar
thredUP,Brian Swette
Geeklist,Brian Tu
SquareHub,Brian Valentine
VIPerks,Brian Weisman
TermSync,Brian Wiegand
AuditFile.com,Brian Yee
Flixel Photos,Brice Scheschuk
SceneDoc,Brice Scheschuk
CoachUp,Bridge Boys
Newsela,Brigette Lau
Ignis IT Solutions,Brijendra Tiwari
Titan Gaming,Brock Pierce
EverTune,Brock Pierce
Windsor Circle,Bruce Boehm
Bring Light,Bruce Chizen
KnexxLocal,Bruce Coxon
4-Tell,Bruce Davis
Wealthfront,Bruce Dunlevie
Nuiku,Bruce Eastman
Vadio,Bruce Eskowitz
WillCall,Bruce Flohr
Thwapr,Bruce Goldstein
Fanium,Bruce Holland
Liqueo,Bruce Hunter
Bloglovin,Bruce Jaffe
Wire,Bruce Jaffe
Qwiki,Bruce Leak
RallyOn,Bruce Leak
Animoto,Bruce Livingstone
Bolt.io,Bruce Sachs
myBestHelper,Bruce Schmidt
lifeIO,Bruce Spector
BuzzVote,Bruce Spector
AchaLa,Bruno Ajuz
Ostrovok,Bruno Bowden
Locu,Bruno Bowden
Getaround,Bruno Bowden
LaunchBit,Bruno Bowden
Everest,Bruno Bowden
URX,Bruno Bowden
Upside,Bruno Bowden
Prompt.ly,Bruno Bowden
Chromatik,Bruno Mars
CityLive,Bruno Segers
ZenSuite,Bruno Vicario
Kekanto,Bruno Yoshimura
Rabixo,Bruno Yoshimura
Rabixo,Bruno Yoshimura
Galavantier,Bryan Dixon
Seevibes,Bryan Freeman
Niche.co,Bryan Goldberg
Medium,Bryan Mason
SubtleData,Bryan Menell
Guardly,Bryan W. Kerdman
Pangea,Bryant Keil
iSpot.tv,Bryce Stevens
Tutorspree,Bubba Murarka
Artillery,Bubba Murarka
Confer,Buckeye Oil Producting Company
Flowgram,Bud Colligan
Days of Wonder,Bud Colligan
weendy,Buddy Arnheim
Open Dynamics,Budhianto Widjaya
Find That File,Burak Canboy
Wunsch-Brautkleid,Burckhardt Bonello
ChessPark,Burnt Norton
Yiftee,Burt Sugarman
Bookacoach,Burton Gray
Bookacoach,Burton Gray
Deem,Burton McMurtry
Deezer,Business Angels
Getyoo,Business Angels
Mythos,Business Angels
Airpersons,Business Angels
ITYZ,Business Angels
ITYZ,Business Angels
Robotics Inventions,Business Angels
milabent,Business Angels
milabent,Business Angels
inWebo Technologies,Business Angels
Quandoo,Business Angels
ROCKETHOME,business angels
Webtogs,C & S Hamilton
ClearMyMail,C Buchan
Christophe & Co,C. Insenga
Artspace,C. Richard Kramlich
Intercom,Caelen King
Enuygun.com,Caglar Erol
Enuygun.com,Caglar Erol
MarkaVIP,Caglar Erol
ZeniMax,Cal Ripken
PointsHound,Cal Simmons
ReelGenie,Cal Simmons
SponsorHub,Caleb DesRosiers
MobPanel,Caleb Kow
Creative Logic Media,Calvin Froedge
CrowdHall,Calvin Soh
CoachUp,Cam Neely
KISSmetrics,Cameron Lester
Foodzie,Cameron T. Ring
Codesign Cooperative,Cameron Wall
Booodl,Campbell Taylor
Booodl,Campbell Taylor
Fitocracy,Cankut Durgun
Boni,Cankut Durgun
panOpen,Capital M Group
iRezQ,Caramera AB
Pogoseat,Carine Magescas
Skyonic,Carl Berg
Wellframe,Carl Byers
US HealthVest,Carl Byers
BMRW & Associates,Carl Cline
Real Food Works,Carl Guarino
Znaptag,Carl Johan Grandinson
MyPublisher,Carl Navarre
Accumulate,Carl Palmstierna
BrandYourself,Carl Shramm
SwiftKey,Carl Uminski
SwiftKey,Carl Uminski
Lua Technologies,Carla Geisser
AnyCloud,Carla Jenkins
CloudWork,Carles Ferrer
orderbird AG,Carlo K_lzer
Titan Gaming,Carlos Bhola
Kantox,Carlos Blanco
Kantox,Carlos Blanco
AKAMON ENTERTAINMENT,Carlos Blanco
VigLink,Carlos Cashman
Trada,Carlos Cashman
Homeloc,Carlos Da Silva
Global Online Devices,Carlos De Pedro
Masterbranch,Carlos Domingo
Blink Booking,Carlos Domingo
VirtualSharp Software,Carlos Escapa
Masquemedicos,Carlos FernÌÁndez
Floqq,Carlos Gonzalez de Villaumbrosia
Etece,Carlos Mu–oz
New York Times,Carlos Slim
mobli,Carlos Slim
LOOKK,Carmen Busquets
LÕArcoBaleno,Carmen Busquets
FastCustomer,Carnet Williams
DailyWorth,Carol Chow
Gobbler,Carol Masterson
LockerDome,Carol Matthews
Quantason,Carolyn Bivens
FanGo,Carolyn Green
Smart Gardener,Carolyn McCarthy
Referly,Carter Rabasa
Mattermark,Carter Rabasa
Boombotix,Casey Sturman
Bypass Mobile,Casey Wasserman
IonLogix Systems,Cashton Coleman
Food Brasil,Cassio Angel
Startupi,Cassio Spina
ZoeMob,Cassio Spina
Maya's Mom,Caterina Fake
Etsy,Caterina Fake
Flowgram,Caterina Fake
Cloudera,Caterina Fake
DailyBooth,Caterina Fake
20x200,Caterina Fake
Stack Exchange,Caterina Fake
1000memories,Caterina Fake
Kickstarter,Caterina Fake
Typekit,Caterina Fake
Chloe & Isabel,Caterina Fake
Smartzer,Catherine De Marignac
The Muse,Cathie Black
Yieldbot,Cathie Black
StarNet Interactive,Cathy Glazer
Floqq,Cedric Kutlu
MakieLab,Cedric Littardi
iovox,Cedric Sellin
Qloo,Cedric the Entertainer
MODIZY.COM,C_line Lippi
HipWay,Cem Sertoglu
Lime&Tonic,Cem Sortoglu
Spare Backup,Cery B. Perle
Floqq,C_sar Bardaj’
Percentil,C_sar Oteiza
Percentil,C_sar Oteiza
Squid Facil,Cesar Tejon
Doochoo,Cesare Guarini
FFFavs,Cezary Wlodarczyk
WorkVoices,CFO Blom
SnipSnap,Chad Byers
Promoter.io,Chad Keck
Media Lantern,Chad Robinson
Foursquare,Chad Stoller
Invested.in,Chairul Irawan
CloudOn,Chamath Palihapitiya
Friend.ly,Chamath Palihapitiya
GateGuru,Chamath Palihapitiya
Ostrovok,Chamath Palihapitiya
Red Robot Labs,Chamath Palihapitiya
Yammer,Chamath Palihapitiya
Tykoon,Chamath Palihapitiya
Baby.com.br,Chamath Palihapitiya
Treehouse,Chamath Palihapitiya
HipWay,Chamath Palihapitiya
shoply,Chamath Palihapitiya
Lumatic,Chamath Palihapitiya
ecomom,Chamath Palihapitiya
Wave Accounting,Chamath Palihapitiya
Identified,Chamath Palihapitiya
FiveStars Loyalty,Chamath Palihapitiya
Captricity,Chamath Palihapitiya
Kahuna,Chamath Palihapitiya
Top Prospect,Chamath Palihapitiya
Kahuna,Chamath Palihapitiya
ecomom,Chan & Asha Joshi
Health Plan One,Chan Wheeler
Zola Books,Chandler Burr
Bujbu,Chandrika Parmar
Karma Mobility,Chang Ng
SocialExpress,Chang Ng
HipFlat,Chang Ng
ShopSquad/Ownza,Charles Carmel
Apptimize,Charles Cheever
Wipit,Charles Crawford
Estimize,Charles Deutsch
Crimson Hexagon,Charles F. Dolan
Picturelife,Charles Forman
Path101,Charles Froland
shopa,Charles Grimsdale
HybridCluster,Charles Grimsdale
