company_name,investor_name,investor_category_code,funded_year
CebaTech,SAS Investors,,2005
Tacit Networks,SAS Investors,,2005
Textronics,SAS Investors,,2005
Velox Semiconductor,SAS Investors,,2005
Multispectral Imaging,SAS Investors,,2005
Enpirion,SAS Investors,,2004
EXTRABANCA,Sator Private Equity Fund,,2012
Amrit Advanced Biotech,Satori Capital,,2007
Amrit Advanced Biotech,Satori Capital,,2008
Amrit Advanced Biotech,Satori Capital,,2009
Pipedrive,Satori Capital,,2012
Akebia Therapeutics,Satter Investment Management,,2013
Aerpio Therapeutics,Satter Investment Management,,2013
Briefcase,Saturday Capital,,2013
Location Labs,Saturn Partners,,2002
Knopp Neurosciences,Saturn Partners,,2008
Knopp Neurosciences,Saturn Partners,,2006
Chirpify,Saturn Partners,,2013
PrivacyProtector,Satus VC,,2012
TAXI5.pl,Satus VC,,2012
Aperto Networks,Satwik Ventures,,2005
Aperto Networks,Satwik Ventures,,2004
Aperto Networks,Satwik Ventures,,2002
Aperto Networks,Satwik Ventures,,2000
Rive Technology,Saudi Aramco Energy Ventures,,2013
InflowControl,Saudi Aramco Energy Ventures,,2013
UtiliData,Saudi Aramco Energy Ventures,,2013
Gengo,Saudi Telecom Ventures,,2013
biNu,Savannah Fund,,2012
SafariDesk,Savannah Fund,,2012
mmCHANNEL,Savia Capital,,2008
Mobile Security Software,Savia Capital,,2006
Naurex,Savitr Capital,,2012
Zoomaal,Sawari Ventures,,2012
c-LEcta,SÌ_chsische Beteiligungsgesellschaft,,2008
Preedo,SÌ_tila Holding,,2008
Mindmancer,SÌ_tila Holding,,2007
Adenovir Pharma,SÌ_tila Holding,,2010
ASP64,SÌ©badour Capital,,2005
Gemin X Pharmaceuticals,SB Life Science,,2008
Perlegen Sciences,SB Life Science,,2005
EvoApp,SB Ventures,,2011
Domino Street,SBA Loan - Chase,,2012
Hutchison MediPharma,SBCVC Fund III Company,,2010
Voxox Inc.,SBD Global Fund,,2013
Quark Pharmaceuticals,SBI Asset Management,,2008
Quark Pharmaceuticals,SBI Investment,,2008
Outspark,SBI Investment,,2009
Tokopedia,SBI Investment,,2012
Panviva,SBI Jefferies Asia Fund,,2013
Origene Technologies,SBI Ven Capital,,2010
LIQVID,SBI Ven Capital,,2012
Ku6,SBI Ventures Group,,2008
Soma Networks,SBI Ventures Group,,2008
Greenlots,SBI Ventures Group,,2011
Soma Networks,SBICAP Securities,,2008
Sequent,SBT Venture Capital,,2013
Walkbase,SBT Venture Capital,,2013
Red Zebra,SBT Venture Capital,,2014
NanoGram,SBV Venture Partners,,2008
NanoGram,SBV Venture Partners,,2006
Bandgap Engineering,SC Greentech Ventures,,2007
Vigilix,SC Launch,,2008
Zipit Wireless,SC Launch,,2010
Digitalsmiths,SC Launch,,2006
Quintesocial,SC Launch,,2010
Immunologix,SC Launch,,2010
Proterra,SC Launch,,2011
ISI Technology,SC Launch,,2012
GreenWizard,SC Launch,,2012
Terressentia,SC Launch,,2012
Zipit Wireless,SC Launch,,2013
Zipit Wireless,SC Launch,,2007
Zipit Wireless,SC Launch,,2008
Zipit Wireless,SC Launch,,2010
Zipit Wireless,SC Launch,,2011
Zipit Wireless,SC Launch,,2012
Unsilo,Scale Capital,,2013
MerchantCircle,Scale Venture Partners,,2007
MerchantCircle,Scale Venture Partners,,2006
Reply! Inc.,Scale Venture Partners,,2005
mBlox,Scale Venture Partners,,2006
mBlox,Scale Venture Partners,,2004
Vantage Media,Scale Venture Partners,,2007
Entone Technologies,Scale Venture Partners,,2008
Entone Technologies,Scale Venture Partners,,2003
IMT (Innovative Micro Technology),Scale Venture Partners,,2005
PlayPhone,Scale Venture Partners,,2007
Biz360,Scale Venture Partners,,2008
Siimpel Corporation,Scale Venture Partners,,2007
Actiance,Scale Venture Partners,,2007
Jaspersoft,Scale Venture Partners,,2007
CipherMax,Scale Venture Partners,,2007
ExactTarget,Scale Venture Partners,,2009
diaDexus,Scale Venture Partners,,2009
Enpirion,Scale Venture Partners,,2009
Oraya Therapeutics,Scale Venture Partners,,2009
Zogenix,Scale Venture Partners,,2009
HubSpot,Scale Venture Partners,,2009
Alimera Sciences,Scale Venture Partners,,2009
ScanSafe,Scale Venture Partners,,2007
ScanSafe,Scale Venture Partners,,2009
Zogenix,Scale Venture Partners,,2008
Sonexa Therapeutics,Scale Venture Partners,,2008
Discera,Scale Venture Partners,,2010
BrightRoll,Scale Venture Partners,,2010
NComputing,Scale Venture Partners,,2007
Discera,Scale Venture Partners,,2007
Reply! Inc.,Scale Venture Partners,,2007
Biz360,Scale Venture Partners,,2007
diaDexus,Scale Venture Partners,,2007
Box,Scale Venture Partners,,2010
NComputing,Scale Venture Partners,,2006
Zogenix,Scale Venture Partners,,2006
Enpirion,Scale Venture Partners,,2006
Enuclia Semiconductor,Scale Venture Partners,,2006
Picolight,Scale Venture Partners,,2006
Auvitek International,Scale Venture Partners,,2006
CipherMax,Scale Venture Partners,,2006
Alimera Sciences,Scale Venture Partners,,2005
Picolight,Scale Venture Partners,,2005
Teros,Scale Venture Partners,,2005
Cornice,Scale Venture Partners,,2005
AGEIA Technologies,Scale Venture Partners,,2005
Siimpel Corporation,Scale Venture Partners,,2005
Livescribe,Scale Venture Partners,,2010
uTest,Scale Venture Partners,,2010
Xceive,Scale Venture Partners,,2005
Hubspan,Scale Venture Partners,,2005
OuterBay Technologies,Scale Venture Partners,,2005
Cogency Software,Scale Venture Partners,,2005
Century Hospice,Scale Venture Partners,,2010
Zogenix,Scale Venture Partners,,2010
Everyday Health,Scale Venture Partners,,2010
Glu Mobile,Scale Venture Partners,,2010
Scale Computing,Scale Venture Partners,,2010
DocuSign,Scale Venture Partners,,2010
Vitrue,Scale Venture Partners,,2011
Box,Scale Venture Partners,,2011
HubSpot,Scale Venture Partners,,2011
ExactTarget,Scale Venture Partners,,2011
mBlox,Scale Venture Partners,,2011
BeachMint,Scale Venture Partners,,2011
Jaspersoft,Scale Venture Partners,,2011
Box,Scale Venture Partners,,2011
RingCentral,Scale Venture Partners,,2011
Axcient,Scale Venture Partners,,2011
BrightRoll,Scale Venture Partners,,2011
Livescribe,Scale Venture Partners,,2012
BeachMint,Scale Venture Partners,,2012
NComputing,Scale Venture Partners,,2012
Boundary,Scale Venture Partners,,2012
Box,Scale Venture Partners,,2012
Scale Computing,Scale Venture Partners,,2012
DataSift,Scale Venture Partners,,2012
Axcient,Scale Venture Partners,,2013
PeopleMatter,Scale Venture Partners,,2013
Demandbase,Scale Venture Partners,,2013
Box,Scale Venture Partners,,2013
DataStax,Scale Venture Partners,,2013
PubNub,Scale Venture Partners,,2013
Boundary,Scale Venture Partners,,2012
Discera,Scale Venture Partners,,2012
Livescribe,Scale Venture Partners,,2012
PeopleMatter,Scale Venture Partners,,2013
Axcient,Scale Venture Partners,,2012
Arena Solutions,Scale Venture Partners,,2012
PlayPhone,Scale Venture Partners,,2012
Livescribe,Scale Venture Partners,,2012
Bill.com,Scale Venture Partners,,2013
DataSift,Scale Venture Partners,,2013
Chef,Scale Venture Partners,,2013
Sailthru,Scale Venture Partners,,2013
CipherMax,Scale Venture Partners,,2004
uTest,Scale Venture Partners,,2014
Troux Technologies,Scandinavian investors,,2009
NorSun,Scatec AS,,2009
Confluence Solar,Scatec AS,,2008
Wantering,Scenario Creation,,2012
hiredMYway.com,Scenic Investments,,2011
StrikeAd,Scentan Ventures,,2013
Flypaper,SCF Arizona,,2008
Flypaper,SCF Arizona,,2008
IntelliMat,Scheer Partners Investments,,2006
Clickable,Schoffstall Ventures,,2007
Akvo,Schokland Funds,,2008
StyleFeeder,Schooner Capital,,2007
StyleFeeder,Schooner Capital,,2008
Top10 Media,Schooner Capital,,2006
Zixi,Schooner Capital,,2011
CustomMade,Schooner Capital,,2012
MediaSilo,Schooner Capital,,2013
Fashion Project,Schooner Capital,,2013
CustomMade,Schooner Capital,,2013
Sadra Medical,Schroder Ventures,,2004
AEA Technology,Schroder Ventures,,2008
GeoSentric,Schroders,,2007
CeQur,Schroders,,2010
GeoSentric,Schroders,,2010
Orthomimetics,Schroders,,2006
CureDM,Scientific Health Development Partners,,2006
BridgeWave Communications,Scientific-Atlanta,,2009
Scan & Target,Scientipole Ile-de-France Capital,,2009
Force-A,Scientipole Ile-de-France Capital,,2009
Madmagz,Scientipole Ile-de-France Capital,,2011
La Cartoonerie,Scientipole Initiative,,2007
Force-A,Scientipole Initiative,,2007
Leosphere,Scientipole Initiative,,2007
Geodruid,Scientipole Initiative,,2010
Cohda Wireless,SciVentures Investments,,2006
Bioenvision,SCO Capital Partners,,2007
Somanta Pharmaceuticals,SCO Capital Partners,,2006
Somanta Pharmaceuticals,SCO Capital Partners,,2005
Artificial Solutions,Scope Capital Advisory,,2008
SafeTool,Scope Capital Advisory,,2008
Artificial Solutions,Scope Capital Advisory,,2013
ZALORA,Scopia Capital,,2013
Rivulet Communications,Scorpion Capital Partners,,2009
Feusd,Scottish Enterprise,,2012
Ubiquigent,Scottish Enterprise,,2013
TeamRock,Scottish Enterprise,,2013
Pyreos,Scottish Enterprise,,2013
CelluComp,Scottish Enterprise,,2013
Conjunct,Scottish Enterprise Co-investment Fund,,2010
GamesAnalytics,Scottish Enterprise Co-investment Fund,,2013
Bedi OralCare,Scottish Enterprise Co-investment Fund,,2013
QikServe,Scottish Enterprise Co-investment Fund,,2012
Skyscanner,Scottish Equity Partners,,2007
Tideway,Scottish Equity Partners,,2004
Tideway,Scottish Equity Partners,,2002
Tideway,Scottish Equity Partners,,2008
Gigle Networks,Scottish Equity Partners,,2007
ARKeX,Scottish Equity Partners,,2004
Atraverda,Scottish Equity Partners,,2007
BioVex,Scottish Equity Partners,,2007
CamSemi,Scottish Equity Partners,,2003
Futuretec,Scottish Equity Partners,,2008
Chronicle Solutions,Scottish Equity Partners,,2006
Cmed,Scottish Equity Partners,,2008
daysoft,Scottish Equity Partners,,2001
Essential Viewing,Scottish Equity Partners,,2001
Fotech,Scottish Equity Partners,,2008
Heartscape,Scottish Equity Partners,,2007
ip.access,Scottish Equity Partners,,2006
KAL,Scottish Equity Partners,,2001
Powervation,Scottish Equity Partners,,2007
RadioScape,Scottish Equity Partners,,2001
Stentys,Scottish Equity Partners,,2008
Surfkitchen,Scottish Equity Partners,,2004
Verisim,Scottish Equity Partners,,2004
Zeus,Scottish Equity Partners,,2005
Zinwave,Scottish Equity Partners,,2008
BioVex,Scottish Equity Partners,,2009
AMGas,Scottish Equity Partners,,2003
Aspects Software,Scottish Equity Partners,,2002
Kiala,Scottish Equity Partners,,2007
ARKeX,Scottish Equity Partners,,2008
Clavis Technology,Scottish Equity Partners,,2009
Stentys,Scottish Equity Partners,,2009
Powervation,Scottish Equity Partners,,2009
CamSemi,Scottish Equity Partners,,2009
Powervation,Scottish Equity Partners,,2009
picoChip,Scottish Equity Partners,,2009
CamSemi,Scottish Equity Partners,,2007
picoChip,Scottish Equity Partners,,2007
MicroEmissive Displays Group,Scottish Equity Partners,,2007
Nallatech,Scottish Equity Partners,,2007
Xanic,Scottish Equity Partners,,2007
picoChip,Scottish Equity Partners,,2010
Zinwave,Scottish Equity Partners,,2005
Elonics,Scottish Equity Partners,,2010
Gendel,Scottish Equity Partners,,2005
ARKeX,Scottish Equity Partners,,2005
picoChip,Scottish Equity Partners,,2005
hetras,Scottish Equity Partners,,2011
Metaforic,Scottish Equity Partners,,2011
Media Ingenuity,Scottish Equity Partners,,2011
Exco inTouch,Scottish Equity Partners,,2011
ip.access,Scottish Equity Partners,,2011
Geothermal International,Scottish Equity Partners,,2011
hetras,Scottish Equity Partners,,2012
SkyDox,Scottish Equity Partners,,2012
Matches Fashion,Scottish Equity Partners,,2012
Powervation,Scottish Equity Partners,,2012
hetras,Scottish Equity Partners,,2013
Mister Spex,Scottish Equity Partners,,2013
SocialBro,Scottish Equity Partners,,2013
CYBERHAWK Innovations,Scottish Equity Partners,,2013
Pure360,Scottish Equity Partners,,2013
IndigoVision,Scottish Equity Partners,,2011
WAYN,Scottish Equity Partners,,2012
Workshare,Scottish Equity Partners,,2012
Aridhia Informatics,Scottish Equity Partners,,2009
ARKeX,Scottish Equity Partners,,2005
Clavis Technology,Scottish Equity Partners,,2012
ControlCircle,Scottish Equity Partners,,2010
Deep Casing Tools,Scottish Equity Partners,,2008
Sumerian,Scottish Equity Partners,,2013
Sumerian,Scottish Equity Partners,,2008
Aspects Software,Scottish Equity Partners,,2001
Atraverda,Scottish Equity Partners,,2007
BioVex,Scottish Equity Partners,,2003
CSR,Scottish Equity Partners,,2002
Cyclacel Pharmaceuticals,Scottish Equity Partners,,2001
Cyclacel Pharmaceuticals,Scottish Equity Partners,,2004
Cyclacel Pharmaceuticals,Scottish Equity Partners,,1999
Cyclacel Pharmaceuticals,Scottish Equity Partners,,2005
daysoft,Scottish Equity Partners,,2002
daysoft,Scottish Equity Partners,,2006
Gendel,Scottish Equity Partners,,2002
Intercytex Group,Scottish Equity Partners,,2003
Intercytex Group,Scottish Equity Partners,,2005
ip.access,Scottish Equity Partners,,2007
MicroEmissive Displays Group,Scottish Equity Partners,,2002
MicroEmissive Displays Group,Scottish Equity Partners,,2003
MicroEmissive Displays Group,Scottish Equity Partners,,2004
Nallatech,Scottish Equity Partners,,2004
Nallatech,Scottish Equity Partners,,2000
Zinwave,Scottish Equity Partners,,2010
Anesco,Scottish Equity Partners,,2012
CYBERHAWK Innovations,Scottish Equity Partners,,2012
Green Highland Renewables,Scottish Equity Partners,,2012
Green Highland Renewables,Scottish Equity Partners,,2012
Reaqua Systems,Scottish Equity Partners,,2012
Smarter Grid Solutions,Scottish Equity Partners,,2013
Smarter Grid Solutions,Scottish Equity Partners,,2012
Solarcentury,Scottish Equity Partners,,2012
Vital Energi,Scottish Equity Partners,,2012
MTEM Limited,Scottish Equity Partners,,2004
Photonic Materials,Scottish Equity Partners,,2004
Photonic Materials,Scottish Equity Partners,,2002
Photonic Materials,Scottish Equity Partners,,2001
Rhetorical Group plc,Scottish Equity Partners,,2001
Rhytec,Scottish Equity Partners,,2004
Searchspace,Scottish Equity Partners,,2004
Sosei,Scottish Equity Partners,,2004
Terahertz Photonics,Scottish Equity Partners,,2002
Empower Interactive,Scottish Equity Partners,,2006
Micron Technology,Scottish Equity Partners,,2006
Micron Technology,Scottish Equity Partners,,2008
Micron Technology,Scottish Equity Partners,,2009
Micron Technology,Scottish Equity Partners,,2013
Photonic Materials,Scottish Government,,2002
FanDuel,Scottish Investment Bank,,2009
SeeWhy,Scottish Investment Bank,,2009
MMIC Solutions,Scottish Investment Bank,,2008
Cascade Technologies,Scottish Investment Bank,,2008
Factonomy,Scottish Investment Bank,,2008
Spiral Gateway,Scottish Investment Bank,,2008
Maxymiser,Scottish Investment Bank,,2009
Adventi,Scottish Investment Bank,,2009
Compound Semiconductor Technologies,Scottish Investment Bank,,2009
Pufferfish,Scottish Investment Bank,,2009
CIQUAL,Scottish Investment Bank,,2009
Metaforic,Scottish Investment Bank,,2008
Exterity,Scottish Investment Bank,,2008
CriticalBlue,Scottish Investment Bank,,2008
NXVISION,Scottish Investment Bank,,2009
CXR Biosciences,Scottish Investment Bank,,2008
Syntropharma,Scottish Investment Bank,,2009
Rapid Mobile,Scottish Investment Bank,,2008
NXVISION,Scottish Investment Bank,,2007
Aquapharm Biodiscovery,Scottish Investment Bank,,2007
BigDNA,Scottish Investment Bank,,2007
CriticalBlue,Scottish Investment Bank,,2007
DEM Solutions,Scottish Investment Bank,,2007
NXVISION,Scottish Investment Bank,,2006
Intrallect,Scottish Investment Bank,,2006
Syntropharma,Scottish Investment Bank,,2006
Nandi Proteins,Scottish Investment Bank,,2006
Factonomy,Scottish Investment Bank,,2006
Edinburgh Robotics,Scottish Investment Bank,,2006
Cascade Technologies,Scottish Investment Bank,,2006
MMIC Solutions,Scottish Investment Bank,,2006
Exterity,Scottish Investment Bank,,2006
BigDNA,Scottish Investment Bank,,2008
MGB Biopharma,Scottish Investment Bank,,2010
Larosco,Scottish Investment Bank,,2009
Aquapharm Biodiscovery,Scottish Investment Bank,,2005
Adventi,Scottish Investment Bank,,2005
i-design Multimedia,Scottish Investment Bank,,2005
DEM Solutions,Scottish Investment Bank,,2005
Ateeda,Scottish Investment Bank,,2010
AppShare,Scottish Investment Bank,,2010
mLED,Scottish Investment Bank,,2010
Traak Systems,Scottish Investment Bank,,2010
CIQUAL,Scottish Investment Bank,,2011
Aquamarine Power,Scottish Investment Bank,,2011
Conjunct,Scottish Investment Bank,,2011
My1login,Scottish Investment Bank,,2012
mLED,Scottish Investment Bank,,2012
Wavecraft,Scottish Investment Bank,,2012
UWI Technology,Scottish Investment Bank,,2012
Blackford Analysis,Scottish Investment Bank,,2012
Lamellar Biomedical,Scottish Investment Bank,,2013
FanDuel,Scottish Investment Bank,,2013
Inquisitive Systems,Scottish Investment Bank,,2013
DySISmedical,Scottish Investment Bank,,2013
My1login,Scottish Investment Bank,,2013
Bedi OralCare,Scottish Investment Bank,,2013
Sumerian,Scottish Investment Bank,,2013
Smarter Grid Solutions,Scottish Investment Bank,,2013
Ubiquigent,Scottish Investment Bank,,2013
Insignia Technologies,Scottish Investment Bank,,2013
Pyreos,Scottish Investment Bank,,2013
CelluComp,Scottish Investment Bank,,2013
ROVOP,Scottish Loan Fund,,2012
Deep Casing Tools,Scottish Loan Fund,,2013
TPP Global Development,Scottish Venture Fund,,2010
Metaforic,Scottish Venture Fund,,2011
Touch Bionics,Scottish Venture Fund,,2011
NuCana BioMed,Scottish Venture Fund,,2011
Radius Health,Scottish Widows Investment Partnership,,2007
Cara Therapeutics,Scottish Widows Investment Partnership,,2010
Radius Health,Scottish Widows Investment Partnership,,2011
Radius Health,Scottish Widows Investment Partnership,,2012
Portalarium,Scout Ventures,,2011
GateGuru,Scout Ventures,,2011
Fliptu,Scout Ventures,,2012
bContext,Scout Ventures,,2013
Zipmark,Scout Ventures,,2011
Tracks,Scout Ventures,,2011
Plyfe,Scout Ventures,,2012
NetPlenish,Scout Ventures,,2012
Portalarium,Scout Ventures,,2012
Olapic,Scout Ventures,,2012
Bespoke Post,Scout Ventures,,2012
Bespoke Post,Scout Ventures,,2013
Nestio,Scout Ventures,,2013
Olapic,Scout Ventures,,2013
Sverve,Scout Ventures,,2013
Unite Us,Scout Ventures,,2013
Signpost,Scout Ventures,,2013
Tracks,Scout Ventures,,2013
Anystream,SCP Partners,,2000
Apreso Classroom,SCP Partners,,2008
Anystream,SCP Partners,,2007
FourthWall Media,SCP Partners,,2006
Magnolia Broadband,SCP Partners,,2006
Anystream,SCP Partners,,2005
XVionics,SCP Partners,,2005
Clear Story Systems,SCP Partners,,2005
Magnolia Broadband,SCP Partners,,2013
Garnet Biotherapeutics,SCP Vitalife Partners,,2009
Niti Surgical Solutions,SCP Vitalife Partners,,2009
Avedro,SCP Vitalife Partners,,2011
Fluidnet,SCP Vitalife Partners,,2011
Avedro,SCP Vitalife Partners,,2012
Regentis Biomaterials,SCP Vitalife Partners,,2012
Avedro,SCP Vitalife Partners,,2013
Argo Medical Technologies,SCP Vitalife Partners,,2013
RotoHog,SCP Worldwide,,2007
Grab Media,SCP Worldwide,,2009
GreenWizard,SCRA,,2009
CareCam Health Systems,SCRA,,2012
NeuroQuest,SCRA,,2013
GreenWizard,SCRA,,2013
Oslo Software,Script Capital,,2008
Tylr Mobile,Scrum Ventures,,2013
Prizeo,Scrum Ventures,,2013
App.io,Scrum Ventures,,2013
First Opinion,Scrum Ventures,,2013
Share Practice,Scrum Ventures,,2013
"Spire, Inc.",Scrum Ventures,,2013
LE TOTE,Scrum Ventures,,2013
Binpress,Scrum Ventures,,2013
Aarki,Scrum Ventures,,2013
Lob,Scrum Ventures,,2013
MobileWorks,Scrum Ventures,,2013
Kidaptive,Scrum Ventures,,2013
Placemeter,Scrum Ventures,,2013
Koemei,Scrum Ventures,,2013
Love With Food,Scrum Ventures,,2013
BridgeWave Communications,SDL Ventures,,2007
TRIA Beauty,SDL Ventures,,2007
BridgeWave Communications,SDL Ventures,,2009
All Copy Products,SDR Ventures,,2005
GlucoTec,Sea Dragon Healthcare Partners,,2011
DATANG MOBILE COMMUNICATIONS EQUIPMENT,SeaBright Asset Management,,2006
eFashion Solutions,Seacoast Capital Partners,,2006
QuVIS,Seacoast Capital Partners,,2005
Mountain Alarm,Seacoast Capital Partners,,2013
ShopAdvisor,Seacoast Capital Partners,,2013
FlightCar,Seacrest Global Group,,2013
Modiv Media,SeaPoint Ventures,,2009
BridgeWave Communications,SeaPoint Ventures,,2009
Modiv Media,SeaPoint Ventures,,2007
Vayusa,SeaPoint Ventures,,2006
Hubspan,SeaPoint Ventures,,2005
SNAPin Software,SeaPoint Ventures,,2005
Kineto Wireless,SeaPoint Ventures,,2012
Peak 10,Seaport Capital,,2006
Voxel (Internap),Seaport Capital,,2011
Logicworks,Seaport Capital,,2011
InteKrin,Sears Capital Management,,2008
NanoViricides,Seaside 88,,2012
Tout,Seavest Capital Partners,,2010
Voxy,Seavest Capital Partners,,2011
Voxy,Seavest Capital Partners,,2012
Tout,Seavest Capital Partners,,2012
Tempo AI,Seavest Capital Partners,,2013
Tempo AI,Seavest Capital Partners,,2011
ticketea,Seaya Ventures,,2013
SinDelantal.Mx,Seaya Ventures,,2013
Restalo,Seaya Ventures,,2013
Plenummedia,Seaya Ventures,,2013
iZettle,SEB Private Equity,,2012
Wrapp,SEB Private Equity,,2013
Shozu,SEB Venture Capital,,2008
Signal Processing Devices Sweden,SEB Venture Capital,,2007
Ascade,SEB Venture Capital,,2006
ZealCore Embedded Solutions,SEB Venture Capital,,2006
Coresonic,SEB Venture Capital,,2010
Tail-f Systems,SEB Venture Capital,,2005
InDex Pharmaceuticals,SEB Venture Capital,,2011
MobileTag,SEB Venture Capital,,2011
Actiwave,SEB Venture Capital,,2011
Tail-f Systems,SEB Venture Capital,,2011
Clavister,SEB Venture Capital,,2012
Nuevolution,SEB Venture Capital,,2012
Apica,SEB Venture Capital,,2012
Actiwave,SEB Venture Capital,,2012
Donya Labs,SEB Venture Capital,,2013
TreeRing,Second Ave Partners,,2012
Newsvine,Second Avenue Partners,,2005
Fanzter,Second Avenue Partners,,2008
Location Labs,Second Avenue Partners,,2002
Ice Energy,Second Avenue Partners,,2007
Ice Energy,Second Avenue Partners,,2008
TalentSpring,Second Avenue Partners,,2009
Fanzter,Second Avenue Partners,,2009
Azaleos,Second Avenue Partners,,2007
Atomic Moguls,Second Avenue Partners,,2007
Bocada,Second Avenue Partners,,2006
Qliance Medical Management,Second Avenue Partners,,2010
Bocada,Second Avenue Partners,,2005
Ice Energy,Second Avenue Partners,,2010
Inkd.com,Second Avenue Partners,,2008
Inkd.com,Second Avenue Partners,,2011
JeNu Biosciences,Second Avenue Partners,,2012
Front Desk HQ,Second Avenue Partners,,2013
AudienceScience,Second Avenue Partners,,2005
Seeq,Second Avenue Partners,,2013
Lively,Second Avenue Partners,,2014
DocuSign,Second Century Ventures,,2009
Ifbyphone,Second Century Ventures,,2010
Symform,Second Century Ventures,,2012
Financeit,Second City Capital,,2013
Endosense,Sectoral Asset Management,,2009
BioVex,Sectoral Asset Management,,2009
Endosense,Sectoral Asset Management,,2012
RainDance Technologies,Sectoral Asset Management,,2013
KoolSpan,Security Growth Partners,,2008
KoolSpan,Security Growth Partners,,2011
KoolSpan,Security Growth Partners,,2013
Double Fusion,Sedona Capital,,2006
Double Fusion,Sedona Capital,,2007
Nangate,Seed Capital,,2007
Amminex,Seed Capital,,2007
Valderm,Seed Capital,,2007
Nangate,Seed Capital,,2006
Teklatech,Seed Capital,,2007
Celltrix,Seed Capital,,2006
Taktio,Seed Capital,,2005
Reapplix,Seed Capital,,2010
Trustpilot,Seed Capital,,2011
Endomondo,Seed Capital,,2011
Trustpilot,Seed Capital,,2011
abeo,Seed Capital,,2011
Admazely,Seed Capital,,2012
Bownty,Seed Capital,,2012
Energie Etiche,Seed Capital,,2012
Trustpilot,Seed Capital,,2012
CodeSealer,Seed Capital,,2012
Wantr,Seed Capital,,2013
Acarix,Seed Capital,,2013
deskwolf,Seed Capital,,2013
Mofibo,Seed Capital,,2013
Sensorist,Seed Capital,,2013
Vivino,Seed Capital,,2013
Sepior,Seed Capital,,2013
Nanovi,Seed Capital,,2013
Bellmetric,Seed Capital,,2013
Trustpilot,Seed Capital,,2014
deskwolf,Seed Capital,,2014
B-kin Software,Seed Capital de Bizkaia,,2007
Vacunek,Seed Capital de Bizkaia,,2007
Oberon Space,Seed Capital de Bizkaia,,2007
citiservi,Seed Capital de Bizkaia,,2011
Skeeble,Seed Capital Fribourg,,2011
Britestream Networks,Seed Capital Partners,,2005
Bundlr,Seed Capital PT,,2011
Senseg,Seed Fund Vera Ltd,,2008
Panoratio,SEED GmbH,,2005
greenovation Biotech,SEED Venture,,2006
Clozette.co,Seed Ventures IV,,2013
Tigerlily,Seed4Soft,,2011
clickworker GmbH,SeedCapital Dortmund,,2010
Process Relations,SeedCapital Dortmund,,2007
clickworker GmbH,SeedCapital Dortmund,,2012
clickworker GmbH,SeedCapital Dortmund,,2013
iDubba,Seeders,,2012
Lifeblob,SeedFund,,2008
Innoz,SeedFund,,2012
Heckyl,SeedFund,,2012
Fetise.com,SeedFund,,2011
Jeeves,SeedFund,,2012
LurnQ,SeedFund,,2012
MyDentist,SeedFund,,2013
AxisRooms,SeedFund,,2013
Heckyl,SeedFund,,2013
Noomeo,Seedline,,2009
Redbooth,SeedRocket,,2012
Deporvillage,SeedRocket,,2011
Metwit,Seedstartup,,2012
Associated Material Processing,SeedStep Angels group,,2012
Moleculera Labs,SeedStep Angels group,,2013
Nitride Solutions,SeedStep Angels group,,2013
Tailwind,SeedStep Angels group,,2013
Textbook Rental Canada,Seek Capital,,2013
SHERPANDIPITY,Seggitur,,2013
Bioclones,Sekunjalo Investments Limited,,
venture,,,
Pandora Media,Selby Venture Partners,,2004
Pandora Media,Selby Venture Partners,,2005
Attributor,Selby Venture Partners,,2006
SugarSync,Selby Venture Partners,,2006
SugarSync,Selby Venture Partners,,2005
Attributor,Selby Venture Partners,,2006
PopJax,Selby Venture Partners,,2008
SkyPilot Networks,Selby Venture Partners,,2005
Tempo Payments,Selby Venture Partners,,2007
SugarSync,Selby Venture Partners,,2009
Intelleflex,Selby Venture Partners,,2007
4INFO,Selby Venture Partners,,2009
Big Stage,Selby Venture Partners,,2009
Big Stage,Selby Venture Partners,,2007
Michelle Kaufmann Designs,Selby Venture Partners,,2008
Tempo Payments,Selby Venture Partners,,2009
Cranite Systems,Selby Venture Partners,,2006
Tempo Payments,Selby Venture Partners,,2006
Attributor,Selby Venture Partners,,2010
BigFix,Selby Venture Partners,,2005
Bay Microsystems,Selby Venture Partners,,2005
Fabric7 Systems,Selby Venture Partners,,2005
Tempo Payments,Selby Venture Partners,,2005
Magnolia Broadband,Selway Partners,,2006
SPOTBY.COM,SENCYT,,2011
Adesso Solutions,Seneca Partners,,2010
Vivoxid,Sentica Partners,,2005
FRWD Technologies,Sentica Partners,,2005
Puuilo,Sentica Partners,,2011
Massage Envy,Sentinel Capital Partners,,2010
Strands Labs,Sequel Venture Partners,,2006
Yieldex,Sequel Venture Partners,,2011
Buzzwire,Sequel Venture Partners,,2007
HelioVolt,Sequel Venture Partners,,2007
XAware,Sequel Venture Partners,,2008
HomeSphere,Sequel Venture Partners,,2002
Yieldex,Sequel Venture Partners,,2009
InfoNow,Sequel Venture Partners,,2009
Datalogix,Sequel Venture Partners,,2009
Indicative Software,Sequel Venture Partners,,2006
XAware,Sequel Venture Partners,,2006
Aztek Networks,Sequel Venture Partners,,2006
Vericept,Sequel Venture Partners,,2005
SkyeTek,Sequel Venture Partners,,2005
Lefthand Networks,Sequel Venture Partners,,2005
Channelinsight,Sequel Venture Partners,,2011
Datalogix,Sequel Venture Partners,,2013
