company_name,investor_name,investor_category_code,funded_year
Crescendo Networks,Evergreen Venture Partners,,2009
ZikBit,Evergreen Venture Partners,,2008
Niti Surgical Solutions,Evergreen Venture Partners,,2009
eASIC,Evergreen Venture Partners,,2008
eASIC,Evergreen Venture Partners,,2005
ActiViews,Evergreen Venture Partners,,2007
ActiViews,Evergreen Venture Partners,,2010
Exanet,Evergreen Venture Partners,,2007
OptimalTest,Evergreen Venture Partners,,2007
Pontis,Evergreen Venture Partners,,2007
KnockaTV,Evergreen Venture Partners,,2007
Press-sense,Evergreen Venture Partners,,2007
Flash Networks,Evergreen Venture Partners,,2006
Varonis Systems,Evergreen Venture Partners,,2006
Crescendo Networks,Evergreen Venture Partners,,2006
Eglue Business Technologies,Evergreen Venture Partners,,2006
Olista,Evergreen Venture Partners,,2006
Fusion Dynamic,Evergreen Venture Partners,,2006
TransPharma Medical,Evergreen Venture Partners,,2006
Amimon,Evergreen Venture Partners,,2006
Ethos Networks,Evergreen Venture Partners,,2006
Siverge Networks,Evergreen Venture Partners,,2006
PeerApp,Evergreen Venture Partners,,2005
Nephera,Evergreen Venture Partners,,2010
Traiana,Evergreen Venture Partners,,2005
Amimon,Evergreen Venture Partners,,2005
Press-sense,Evergreen Venture Partners,,2005
Pentalum Technologies,Evergreen Venture Partners,,2010
Inneractive,Evergreen Venture Partners,,2010
AeroScout,Evergreen Venture Partners,,2010
Taboola,Evergreen Venture Partners,,2011
PeerApp,Evergreen Venture Partners,,2011
Inneractive,Evergreen Venture Partners,,2012
Taboola,Evergreen Venture Partners,,2013
QualiSystems,Evergreen Venture Partners,,2012
Qumra Capital,Evergreen Venture Partners,,2013
eASIC,Evergreen Venture Partners,,2013
Inneractive,Evergreen Venture Partners,,2014
Tier 1 Performance,Evermore Investments,,2005
Wander,eVisibility,,2012
Printland,Evista Venture Capital,,2013
SmartPay Jieyin,Evolution Capital,,2006
Cognitive Security,Evolution Capital,,2011
Phorm,Evolution Securities Limited,,2009
FRX Polymers,Evonik Venture Capital GMBH,,2014
fg microtec,EVP Capital Management,,2006
Phenex Pharmaceuticals,EVP Capital Management,,2010
Nova Ratio,EVP Capital Management,,2005
3ROAM,Evysem Entrepreneurs et Capital,,2008
GoldSpot Media,EXA Ventures,,2008
VisualOn,EXA Ventures,,2007
Luminary Micro,EXA Ventures,,2007
GoldSpot Media,EXA Ventures,,2011
Aileron Therapeutics,Excel Medical Ventures,,2009
MedVentive,Excel Medical Ventures,,2009
Saladax Biomedical,Excel Medical Ventures,,2010
Tetraphase Pharmaceuticals,Excel Medical Ventures,,2010
Isolation Sciences,Excel Partners,,2006
Isolation Sciences,Excel Partners,,2010
Catch.com,Excel Venture Management,,2010
ShapeUp,Excel Venture Management,,2010
Lantos Technologies,Excel Venture Management,,2010
Catch.com,Excel Venture Management,,2011
Springleaf Therapeutics,Excel Venture Management,,2011
nanoMR,Excel Venture Management,,2011
Pathogenetix,Excel Venture Management,,2011
Cleveland HeartLab,Excel Venture Management,,2011
Pathogenetix,Excel Venture Management,,2011
IlluminOss Medical,Excel Venture Management,,2012
Activate Networks,Excel Venture Management,,2012
Aileron Therapeutics,Excel Venture Management,,2013
ClearDATA Networks,Excel Venture Management,,2013
Aventura,Excel Venture Management,,2013
Molecular Templates,Excel Venture Management,,2013
Pathogenetix,Excel Venture Management,,2013
ShapeUp,Excel Venture Management,,2013
Aileron Therapeutics,Excel Venture Management,,2013
Aventura,Excel Venture Management,,2011
AndroBioSys,Excell Partners,,2009
e2e Materials,Excell Partners,,2010
GiveGab,Excell Partners,,2013
Flavours,Excellere Partners,,2012
Anesthesia Medical Group,Excellere Partners,,2012
"Thru, Inc.",Excelsior Asset Mgt LLC,,2005
Correlsense,eXeed Technology,,2008
Correlsense,eXeed Technology,,2009
Correlsense,eXeed Technology,,2010
Correlsense,eXeed Technology,,2007
ActionBase,eXeed Technology,,1994
Correlsense,eXeed Technology,,2012
Exigen Insurance Solutions,Exigen Capital,,2008
Six Month Smiles,Exium Partners,,2013
Appistry,eXome Capital,,2011
SynapCell,Expansinvest,,2009
SensorTran,Expansion Capital Partners,,2008
Element Labs,Expansion Capital Partners,,2007
CPower,Expansion Capital Partners,,2009
CPower,Expansion Capital Partners,,2007
SensorTran,Expansion Capital Partners,,2007
SensorTran,Expansion Capital Partners,,2006
World Energy Labs,Expansion Capital Partners,,2006
Agile Systems,Expansion Capital Partners,,2005
DIRTT Environmental Solutions,Expansion Capital Partners,,2011
MinoMonsters,Expansion Venture Capital,,2011
AppStack,Expansion Venture Capital,,2012
Ark,Expansion Venture Capital,,2012
Engrade,Expansion Venture Capital,,2012
Firebase,Expansion Venture Capital,,2012
Apptopia,Expansion Venture Capital,,2012
Fitocracy,Expansion Venture Capital,,2011
Chalkable,Expansion Venture Capital,,2012
Merrimack Pharmaceuticals,Expansion Venture Capital,,2002
Emergent One,Expansion Venture Capital,,2012
CompStak,Expansion Venture Capital,,2012
Pricing Engine,Expansion Venture Capital,,2012
TenderTree,Expansion Venture Capital,,2012
MAZ,Expansion Venture Capital,,2012
Red Tricycle,Expansion Venture Capital,,2012
Socratic Labs,Expansion Venture Capital,,2013
Life360,Expansion Venture Capital,,2013
Postmates,Expansion Venture Capital,,2013
CompStak,Expansion Venture Capital,,2013
popexpert,Expansion Venture Capital,,2013
Boatbound,Expansion Venture Capital,,2013
Outbox,Expansion Venture Capital,,2013
Engrade,Expansion Venture Capital,,2013
Apptopia,Expansion Venture Capital,,2011
Maker's Row,Expansion Venture Capital,,2013
RelayRides,Expansion Venture Capital,,2013
eShares,Expansion Venture Capital,,2013
The RealReal,Expansion Venture Capital,,2012
AngelList,Expansion Venture Capital,,2013
Viridis Learning,Expansion Venture Capital,,2013
Sols,Expansion Venture Capital,,2013
Red Tricycle,Expansion Venture Capital,,2012
Zumper,Experiment Fund,,2012
Rest Devices,Experiment Fund,,2013
Ravel Law,Experiment Fund,,2014
hoozin,Explore. Dream. Discover.,,2011
Re-Sec Technologies,Explore. Dream. Discover.,,2013
W.S.C. Sports,Explore. Dream. Discover.,,2013
Cimagine Media,Explore. Dream. Discover.,,2013
CallVU,Explore. Dream. Discover.,,2012
Oktopost,Explore. Dream. Discover.,,2013
EyeSpot,Express Ventures,,2006
Certona,Express Ventures,,2008
E-Band Communications,Express Ventures,,2006
Zyken - NightCove,Extend Capital,,2012
Airtasker,Exto Partners,,2013
datango,EXTOREL Management,,2006
Altruja,EXTOREL Management,,2013
Adviqo,EXTOREL Management,,2007
Study2gether,Extremadura Avante,,2013
Chango,Extreme Venture Partners,,2010
Kontagent,Extreme Venture Partners,,2010
BumpTop,Extreme Venture Partners,,2008
Rypple,Extreme Venture Partners,,2010
Chango,Extreme Venture Partners,,2011
SharedBy.co,Extreme Venture Partners,,2011
Guardly,Extreme Venture Partners,,2011
Fixmo,Extreme Venture Partners,,2011
Locationary,Extreme Venture Partners,,2011
LocalResponse,Extreme Venture Partners,,2011
Extreme Startups,Extreme Venture Partners,,2012
Engagio,Extreme Venture Partners,,2012
ShopLocket,Extreme Venture Partners,,2012
Chango,Extreme Venture Partners,,2012
LocalResponse,Extreme Venture Partners,,2013
Local Response,Extreme Venture Partners,,2013
Well.ca,Extreme Venture Partners,,2013
Granify,Extreme Venture Partners,,2012
Extreme Startups,Extreme Venture Partners,,2013
Podcast Ready,Eyes of Texas Partners,,2006
Quwan.com,Ez Capital Funding,,2010
Ideagen,F&C Asset Management,,2005
Radius Health,F2 Biosciences III,,2013
Chiasma,F2 Ventures,,2006
Bioscale,F2 Ventures,,2010
Chiasma,F2 Ventures,,2005
Neli Technologies,Fa Diese 2,,2010
Satin Technologies,Fa Diese 2,,2010
OnePIN,FA Technology Ventures,,2007
Autotask,FA Technology Ventures,,2006
BinOptics,FA Technology Ventures,,2006
Softricity,FA Technology Ventures,,2010
BinOptics,FA Technology Ventures,,2005
MetaCarta,FA Technology Ventures,,2005
BinOptics,FA Technology Ventures,,2011
Knoa Software,FA Technology Ventures,,2012
Auterra,FA Technology Ventures,,2006
Codacy,Faber Ventures,,2013
GetSocial,Faber Ventures,,2013
SoCloz,FaDièse,,2012
BIBA Apparels,Faering Capital,,2013
Vorbeck Materials,Fairbridge Venture Partners,,2011
Vorbeck Materials,Fairbridge Venture Partners,,2011
RAMP Holdings,Fairhaven Capital Partners,,2007
Fortisphere,Fairhaven Capital Partners,,2007
Dataupia,Fairhaven Capital Partners,,2009
Dataupia,Fairhaven Capital Partners,,2007
Lilliputian Systems,Fairhaven Capital Partners,,2009
RAMP Holdings,Fairhaven Capital Partners,,2009
Trust Digital,Fairhaven Capital Partners,,2008
Springpad,Fairhaven Capital Partners,,2008
Fashion Playtes,Fairhaven Capital Partners,,2010
Prelert,Fairhaven Capital Partners,,2010
Celtra Inc.,Fairhaven Capital Partners,,2011
CrowdTwist,Fairhaven Capital Partners,,2011
CounterTack,Fairhaven Capital Partners,,2011
Co3 Systems,Fairhaven Capital Partners,,2012
YottaMark,Fairhaven Capital Partners,,2012
Fashion Playtes,Fairhaven Capital Partners,,2012
Lilliputian Systems,Fairhaven Capital Partners,,2012
TrackVia,Fairhaven Capital Partners,,2012
RAMP Holdings,Fairhaven Capital Partners,,2012
Celtra Inc.,Fairhaven Capital Partners,,2013
Cylance,Fairhaven Capital Partners,,2013
SocialFlow,Fairhaven Capital Partners,,2013
CounterTack,Fairhaven Capital Partners,,2013
Pwnie Express,Fairhaven Capital Partners,,2013
Drizly,Fairhaven Capital Partners,,2014
CyberCity 3D,Falcon Capital,,2008
Verdiem,Falcon Capital,,2007
Verdiem,Falcon Capital,,2006
ecoATM,Falcon Investment Advisors,,2013
Dorsey Wright and Associates,Falfurrias Capital Partners,,2011
Lumics,Falk Strascheg Holding,,2005
Ayondo,Falk Strascheg Holding,,2011
DirectPhotonics Industries,Falk Strascheg Holding,,2013
Scopis,Falk Strascheg Holding,,2013
Pinbooster,Family and Friends Investment,,2012
Happy Kidz,Family Venture Capital,,2011
Halton,Fanisi Capital,,2013
Probe Manufacturing,Far West Capital,,2011
Habitissimo,Faraday Venture Partners,,2012
Playspace,Faraday Venture Partners,,2012
Etece,Faraday Venture Partners,,2013
Reclamador,Faraday Venture Partners,,2013
Otogami,Faraday Venture Partners,,2013
Youku,Farallon Capital Management,,2007
Youku,Farallon Capital Management,,2006
Youku,Farallon Capital Management,,2006
Youku,Farallon Capital Management,,2008
AdsIt,Farallon Capital Management,,2007
Rally.org,Farallon Capital Management,,2012
Heidi Coast Advertising,Farallon Capital Management,,2006
Kitara Media,Fargo capital Finance,,2013
Envox Group,Favonius Ventures,,2005
GroupSystems.com,FÌ_retagsByggarna,,2006
Speedment,FÌ_rsta EntreprenÌ_rsfonden,,2010
Open Places,fbFund,,2008
Koofers,fbFund,,2008
IBTgames,fbFund,,2008
Sofa Labs,fbFund,,2009
Funji,fbFund,,2009
Gameyola,fbFund,,2009
Life360,fbFund,,2009
NutshellMail,fbFund,,2009
Photos I Like,fbFund,,2009
Sofa Labs,fbFund,,2009
"Wildfire, a division of Google",fbFund,,2009
GeckoGo,fbFund,,2009
RentMineOnline,fbFund,,2009
Lyft,fbFund,,2009
MyChurch,fbFund,,2009
GroupCard,fbFund,,2009
Workstir,fbFund,,2009
"Wildfire, a division of Google",fbFund,,2008
Ninua,fbFund,,2011
Sociable  Labs,fbFund,,2009
Worldly Developments,fbFund,,2009
FriendFit,fbFund,,2009
TaskRabbit,fbFund,,2009
Entrada,FCA Venture Partners,,2010
Catavolt,FCA Venture Partners,,2012
Medical Reimbursements of America,FCA Venture Partners,,2012
Clinical Ink,FCA Venture Partners,,2013
SuppreMol,FCP Biotech Holding,,2010
SuppreMol,FCP Biotech Holding,,2013
MeeVee,FCPR Israel Discovery Fund,,2007
Toushay,FedDev,,2012
Well.ca,FedDev,,2012
ExpertFile,FedDev,,2012
BigRoad,FedDev IBI,,2013
Impakt Protective,FedDev IBI,,2013
NovoPolymers,Federale Participatie- en Investeringsmaatschappij,,2013
Aposense,Federman & Sons,,2008
Mashery,Felicis Ventures,,2007
Weebly,Felicis Ventures,,2007
Mesmo.tv,Felicis Ventures,,2007
Gydget,Felicis Ventures,,2006
BrightRoll,Felicis Ventures,,2006
Mashery,Felicis Ventures,,2008
Justin.TV,Felicis Ventures,,2007
Mint.com,Felicis Ventures,,2008
WeGame,Felicis Ventures,,2008
Octopart,Felicis Ventures,,2008
Disqus,Felicis Ventures,,2008
RichRelevance,Felicis Ventures,,2007
ImageShack,Felicis Ventures,,2007
TrackVia,Felicis Ventures,,2008
Producteev,Felicis Ventures,,2008
Mint.com,Felicis Ventures,,2006
Meraki,Felicis Ventures,,2006
Rapleaf,Felicis Ventures,,2006
Rapleaf,Felicis Ventures,,2007
Foodzie,Felicis Ventures,,2008
Posterous,Felicis Ventures,,2008
YuMe,Felicis Ventures,,2009
DNAnexus,Felicis Ventures,,2009
RichRelevance,Felicis Ventures,,2009
CrowdFlower,Felicis Ventures,,2009
DailyBooth,Felicis Ventures,,2009
Dropcam,Felicis Ventures,,2009
Bump Technologies,Felicis Ventures,,2009
Credit Karma,Felicis Ventures,,2009
Milo,Felicis Ventures,,2009
RichRelevance,Felicis Ventures,,2007
Practice Fusion,Felicis Ventures,,2010
CrowdFlower,Felicis Ventures,,2010
Vook,Felicis Ventures,,2010
Posterous,Felicis Ventures,,2010
A Bit Lucky,Felicis Ventures,,2010
Smartling,Felicis Ventures,,2010
Counsyl,Felicis Ventures,,2012
ERPLY,Felicis Ventures,,2010
MyLikes,Felicis Ventures,,2010
Social Gaming Network,Felicis Ventures,,2006
"Wildfire, a division of Google",Felicis Ventures,,2010
Wavii,Felicis Ventures,,2010
Tello,Felicis Ventures,,2010
Kima Labs,Felicis Ventures,,2010
Inkling Systems,Felicis Ventures,,2010
Foodspotting,Felicis Ventures,,2010
Fitbit,Felicis Ventures,,2010
Solve Media,Felicis Ventures,,2010
CivicSolar,Felicis Ventures,,2010
Votizen,Felicis Ventures,,2010
CarWoo!,Felicis Ventures,,2010
ZEFR,Felicis Ventures,,2010
Tasty Labs,Felicis Ventures,,2010
Factual,Felicis Ventures,,2010
Shopify,Felicis Ventures,,2010
Wild Needle,Felicis Ventures,,2010
Bump Technologies,Felicis Ventures,,2011
Practice Fusion,Felicis Ventures,,2009
Massive Health,Felicis Ventures,,2011
1000memories,Felicis Ventures,,2011
Pipewise,Felicis Ventures,,2011
Room 77,Felicis Ventures,,2010
The Climate Corporation,Felicis Ventures,,2011
ContextLogic,Felicis Ventures,,2011
Applauze,Felicis Ventures,,2012
Breezy,Felicis Ventures,,2011
Zaarly,Felicis Ventures,,2011
MindSnacks,Felicis Ventures,,2011
Rovio Entertainment,Felicis Ventures,,2011
A Bit Lucky,Felicis Ventures,,2011
Practice Fusion,Felicis Ventures,,2011
Gobble,Felicis Ventures,,2011
Spool,Felicis Ventures,,2012
Room 77,Felicis Ventures,,2011
PlotWatt,Felicis Ventures,,2011
Piazza,Felicis Ventures,,2011
Azumio,Felicis Ventures,,2011
Inkling Systems,Felicis Ventures,,2011
Hearsay Social,Felicis Ventures,,2011
Dropcam,Felicis Ventures,,2011
ClearSlide,Felicis Ventures,,2011
madvertise,Felicis Ventures,,2011
Kiwi Crate,Felicis Ventures,,2011
DNAnexus,Felicis Ventures,,2011
Baby.com.br,Felicis Ventures,,2011
Shopify,Felicis Ventures,,2011
Any.DO,Felicis Ventures,,2011
Iddiction,Felicis Ventures,,2011
100Plus,Felicis Ventures,,2011
Matchbox,Felicis Ventures,,2011
Piazza,Felicis Ventures,,2012
Kiwi Crate,Felicis Ventures,,2012
Fitbit,Felicis Ventures,,2012
Artspace,Felicis Ventures,,2012
Chloe & Isabel,Felicis Ventures,,2011
Wheelz,Felicis Ventures,,2011
Wheelz,Felicis Ventures,,2012
Karma,Felicis Ventures,,2011
Dollar Shave Club,Felicis Ventures,,2012
Bonobos,Felicis Ventures,,2012
Alt12 Apps,Felicis Ventures,,2012
Ark,Felicis Ventures,,2012
Crowdtilt,Felicis Ventures,,2012
Optimizely,Felicis Ventures,,2012
Weddington Way,Felicis Ventures,,2011
Solum,Felicis Ventures,,2012
Practice Fusion,Felicis Ventures,,2012
Baby.com.br,Felicis Ventures,,2012
PlotWatt,Felicis Ventures,,2012
Twice,Felicis Ventures,,2012
Revel Touch,Felicis Ventures,,2012
Vicarious,Felicis Ventures,,2012
ClearSlide,Felicis Ventures,,2012
Scopely,Felicis Ventures,,2012
Romotive,Felicis Ventures,,2012
FundersClub,Felicis Ventures,,2012
Dollar Shave Club,Felicis Ventures,,2012
Counsyl,Felicis Ventures,,2012
Hailo,Felicis Ventures,,2012
Room 77,Felicis Ventures,,2013
ClearSlide,Felicis Ventures,,2010
Top Hat,Felicis Ventures,,2013
Wedding Party,Felicis Ventures,,2013
Matterport,Felicis Ventures,,2013
Bonobos,Felicis Ventures,,2013
SoundHound,Felicis Ventures,,2006
YuMe,Felicis Ventures,,2006
Credit Karma,Felicis Ventures,,2013
Pickwick & Weller,Felicis Ventures,,2013
Floored,Felicis Ventures,,2012
Tynker,Felicis Ventures,,2013
Lovely,Felicis Ventures,,2012
Matterport,Felicis Ventures,,2012
Revel Touch,Felicis Ventures,,2011
ShopItToMe,Felicis Ventures,,2007
Airware,Felicis Ventures,,2013
Appurify,Felicis Ventures,,2013
Pindrop Security,Felicis Ventures,,2013
Civitas Learning,Felicis Ventures,,2013
Inkling Systems,Felicis Ventures,,2013
Philo,Felicis Ventures,,2013
Practice Fusion,Felicis Ventures,,2013
Inkling Systems,Felicis Ventures,,2011
Hall,Felicis Ventures,,2013
MetroMile,Felicis Ventures,,2013
CardSpring,Felicis Ventures,,2011
ThirdLove,Felicis Ventures,,2013
InteraXon,Felicis Ventures,,2013
Koality,Felicis Ventures,,2013
Distill,Felicis Ventures,,2013
Plaid,Felicis Ventures,,2013
HireArt,Felicis Ventures,,2012
Smartling,Felicis Ventures,,2013
Appurify,Felicis Ventures,,2012
Blueprint Labs,Felicis Ventures,,2012
CyPhy Works,Felicis Ventures,,2013
Shopify,Felicis Ventures,,2013
Crowdtilt,Felicis Ventures,,2013
Planet Labs,Felicis Ventures,,2013
Telly,Felicis Ventures,,2013
Floored,Felicis Ventures,,2013
Sols,Felicis Ventures,,2013
First Opinion,Felicis Ventures,,2014
Twice,Felicis Ventures,,2014
FORVM,Fellner Vermoegensverwaltungs GmbH,,2012
RoomClip,Femto Growth Capital,,2013
European Batteries,Fennia Group,,2011
Bottlenose,Fenox Venture Capital,,2012
Socialize,Fenox Venture Capital,,2012
99dresses,Fenox Venture Capital,,2012
InstallMonetizer,Fenox Venture Capital,,2013
"I AND C-Cruise.Co,Ltd.",Fenox Venture Capital,,2013
UrbanIndo,Fenox Venture Capital,,2013
Jetlore,Fenox Venture Capital,,2013
Tech in Asia,Fenox Venture Capital,,2013
lark,Fenox Venture Capital,,2013
Butter Systems,Fenox Venture Capital,,2013
Meta,Fenox Venture Capital,,2013
Regalii,Fenox Venture Capital,,2013
Kii,Fenox Venture Capital,,2013
iMoney Group,Fenox Venture Capital,,2013
Nanoradio,Ferd Venture,,2007
ARKeX,Ferd Venture,,2008
Nanoradio,Ferd Venture,,2009
Colibria,Ferd Venture,,2007
Siving Egil Kvaleberg,Ferd Venture,,2007
BONESUPPORT,Ferd Venture,,2006
BONESUPPORT,Ferd Venture,,2006
Napatech,Ferd Venture,,2006
Mohive,Ferd Venture,,2005
Nanoradio,Ferd Venture,,2010
Siving Egil Kvaleberg,Ferd Venture,,2011
Smarterphone,Ferd Venture,,2011
Cfengine,Ferd Venture,,2011
Minitrade,Ferst Capital,,2013
Twilio,FF Angel LLC,,2009
Bitly,FF Angel LLC,,2009
1000 Markets,FF Angel LLC,,2009
UserVoice,FF Angel LLC,,2009
DailyBurn,FF Angel LLC,,2009
isocket,FF Angel LLC,,2009
Sofa Labs,FF Angel LLC,,2009
Fluther,FF Angel LLC,,2009
CrowdFlower,FF Angel LLC,,2009
Credit Karma,FF Angel LLC,,2009
Life360,FF Angel LLC,,2009
FanBridge,FF Angel LLC,,2009
ReTel Technologies,FF Angel LLC,,2009
SendGrid,FF Angel LLC,,2009
Affordit.com,FF Angel LLC,,2009
Sociable  Labs,FF Angel LLC,,2009
RelTel,FF Angel LLC,,2009
Worldly Developments,FF Angel LLC,,2010
Joonto,FF Angel LLC,,2009
CarWoo!,FF Angel LLC,,2010
Ringadoc,FF Angel LLC,,2012
Portalarium,FF Angel LLC,,2012
uBeam,FF Angel LLC,,2012
Booshaka,FF Angel LLC,,2012
Twenty20.com,FF Angel LLC,,2012
Amicus,FF Angel LLC,,2012
Bloodhound,FF Angel LLC,,2013
LawPal,FF Angel LLC,,2014
Ripple Labs,FF Angel LLC,,2013
Share Practice,FF Angel LLC,,2012
Ringadoc,FF Angel LLC,,2013
Planet Labs,FF Angel LLC,,2013
OpenGov,FF Angel LLC,,2013
Propeller,FF Angel LLC,,2013
Koality,FF Angel LLC,,2013
Share Practice,FF Angel LLC,,2013
ALOHA,FF Angel LLC,,2014
CapLinked,FF Angel LLC,,2013
Klout,ff Venture Capital,,2011
Parsely,ff Venture Capital,,2013
Clearpath Immigration,ff Venture Capital,,2010
Identified,ff Venture Capital,,2010
Klout,ff Venture Capital,,2010
Omek Interactive,ff Venture Capital,,2008
Livefyre,ff Venture Capital,,2010
GameSalad,ff Venture Capital,,2010
MogoTix,ff Venture Capital,,2010
HowAboutWe,ff Venture Capital,,2010
